BatchID,ProductionDate,ProductID,PlantID,WarehouseID,LineCode,PlannedCases,ProducedCases,GoodCases,RejectedCases,ScheduledMinutes,DowntimeMinutes,DowntimeReason,StandardCostPerCaseGBP,ActualConversionCostGBP
6588,2024-03-23,SKU024,PL02,WH02,L1,238,199,196,3,120,15,Changeover,12.4,428.35
6589,2024-03-23,SKU027,PL02,WH02,L4,234,213,207,6,120,5,Material Wait,19.16,449.05
6590,2024-03-23,SKU030,PL02,WH02,L3,214,195,192,3,120,9,Material Wait,23.44,479.03
6591,2024-03-23,SKU033,PL02,WH02,L2,236,210,205,5,120,9,Material Wait,27.71,386.75
6592,2024-03-23,SKU036,PL02,WH02,L1,254,239,232,7,120,6,Cleaning,14.88,510.41
6593,2024-03-23,SKU039,PL02,WH02,L4,209,193,188,5,120,8,Changeover,21.64,417.33
6594,2024-03-23,SKU042,PL02,WH02,L3,229,200,197,3,120,17,Changeover,25.92,454.3
6595,2024-03-23,SKU045,PL02,WH02,L2,224,196,189,7,120,12,Mechanical,30.19,447.35
6596,2024-03-23,SKU048,PL02,WH02,L1,203,172,167,5,120,17,Mechanical,17.36,340.69
6597,2024-03-23,SKU051,PL02,WH02,L4,236,228,223,5,120,4,Cleaning,24.12,549.46
6598,2024-03-23,SKU054,PL02,WH02,L3,218,200,193,7,120,9,Mechanical,28.4,513.88
6599,2024-03-23,SKU057,PL02,WH02,L2,222,196,189,7,120,9,Cleaning,32.67,470.22
6600,2024-03-23,SKU060,PL02,WH02,L1,225,189,186,3,120,17,Cleaning,19.84,460.74
6601,2024-03-23,SKU002,PL03,WH03,L3,256,234,228,6,120,10,Mechanical,12.77,479.89
6602,2024-03-23,SKU005,PL03,WH03,L2,246,236,227,9,120,2,Cleaning,17.05,460.03
6603,2024-03-23,SKU008,PL03,WH03,L1,227,207,203,4,120,8,Cleaning,21.33,394.67
6604,2024-03-23,SKU011,PL03,WH03,L4,247,203,200,3,120,18,Material Wait,25.61,429.14
6605,2024-03-23,SKU014,PL03,WH03,L3,229,207,201,6,120,7,Mechanical,15.25,455.73
6606,2024-03-23,SKU017,PL03,WH03,L2,229,218,213,5,120,1,Cleaning,19.53,500.42
6607,2024-03-23,SKU020,PL03,WH03,L1,227,205,200,5,120,5,Material Wait,23.81,502.73
6608,2024-03-23,SKU023,PL03,WH03,L4,254,216,210,6,120,18,Cleaning,28.09,546.18
6609,2024-03-23,SKU026,PL03,WH03,L3,226,198,193,5,120,15,Material Wait,17.73,428.21
6610,2024-03-23,SKU029,PL03,WH03,L2,245,215,210,5,120,15,Material Wait,22.01,427.99
6611,2024-03-23,SKU032,PL03,WH03,L1,247,200,193,7,120,18,Changeover,26.29,379.09
6612,2024-03-23,SKU035,PL03,WH03,L4,251,229,224,5,120,9,Material Wait,30.57,505.29
6613,2024-03-23,SKU038,PL03,WH03,L3,217,202,195,7,120,10,Mechanical,20.21,473.63
6614,2024-03-23,SKU041,PL03,WH03,L2,239,219,213,6,120,6,Changeover,24.49,555.46
6615,2024-03-23,SKU044,PL03,WH03,L1,246,217,209,8,120,9,Material Wait,28.77,507.53
6616,2024-03-23,SKU047,PL03,WH03,L4,244,223,219,4,120,8,Mechanical,33.05,410.16
6617,2024-03-23,SKU050,PL03,WH03,L3,206,188,183,5,120,12,Mechanical,22.69,358.92
6618,2024-03-23,SKU053,PL03,WH03,L2,235,200,193,7,120,15,Cleaning,26.97,485.06
6619,2024-03-23,SKU056,PL03,WH03,L1,217,204,199,5,120,9,Mechanical,31.25,444.58
6620,2024-03-23,SKU059,PL03,WH03,L4,260,239,230,9,120,8,Changeover,35.53,542.78
6621,2024-03-23,SKU001,PL04,WH04,L2,214,184,182,2,120,13,Changeover,11.35,340.63
6622,2024-03-23,SKU004,PL04,WH04,L1,232,219,212,7,120,7,Changeover,15.62,475.58
6623,2024-03-23,SKU007,PL04,WH04,L4,229,212,208,4,120,4,Cleaning,19.9,483.01
6624,2024-03-23,SKU010,PL04,WH04,L3,251,241,238,3,120,2,Material Wait,24.18,441.47
6625,2024-03-23,SKU013,PL04,WH04,L2,255,219,212,7,120,15,Mechanical,13.83,468.19
6626,2024-03-23,SKU016,PL04,WH04,L1,215,188,184,4,120,14,Cleaning,18.1,423.93
6627,2024-03-23,SKU019,PL04,WH04,L4,214,204,198,6,120,5,Material Wait,22.38,522.54
6628,2024-03-23,SKU022,PL04,WH04,L3,204,185,180,5,120,6,Cleaning,26.66,433.6
6629,2024-03-23,SKU025,PL04,WH04,L2,246,206,198,8,120,14,Mechanical,16.31,530.58
6630,2024-03-23,SKU028,PL04,WH04,L1,249,206,203,3,120,15,Changeover,20.58,513.88
6631,2024-03-23,SKU031,PL04,WH04,L4,213,203,200,3,120,1,Material Wait,24.86,481.15
6632,2024-03-23,SKU034,PL04,WH04,L3,241,201,195,6,120,15,Mechanical,29.14,383.76
6633,2024-03-23,SKU037,PL04,WH04,L2,228,200,196,4,120,15,Cleaning,18.79,412.64
6634,2024-03-23,SKU040,PL04,WH04,L1,229,217,210,7,120,0,None,23.06,499.6
6635,2024-03-23,SKU043,PL04,WH04,L4,227,220,216,4,120,0,None,27.34,452.75
6636,2024-03-23,SKU046,PL04,WH04,L3,258,225,219,6,120,10,Cleaning,31.62,417.79
6637,2024-03-23,SKU049,PL04,WH04,L2,222,200,196,4,120,12,Material Wait,21.27,391.19
6638,2024-03-23,SKU052,PL04,WH04,L1,208,194,188,6,120,6,Changeover,25.54,379.56
6639,2024-03-23,SKU055,PL04,WH04,L4,244,202,197,5,120,18,Changeover,29.82,522.28
6640,2024-03-23,SKU058,PL04,WH04,L3,238,219,213,6,120,3,Changeover,34.1,515.56
6641,2024-03-24,SKU003,PL01,WH01,L4,244,237,232,5,120,0,None,14.2,573.04
6642,2024-03-24,SKU006,PL01,WH01,L3,208,201,197,4,120,1,Changeover,18.48,371.85
6643,2024-03-24,SKU009,PL01,WH01,L2,221,195,190,5,120,12,Mechanical,22.75,473.15
6644,2024-03-24,SKU012,PL01,WH01,L1,248,221,213,8,120,9,Mechanical,9.92,565.28
6645,2024-03-24,SKU015,PL01,WH01,L4,204,164,161,3,120,18,Cleaning,16.68,371.43
6646,2024-03-24,SKU018,PL01,WH01,L3,226,209,204,5,120,9,Cleaning,20.96,471.3
6647,2024-03-24,SKU021,PL01,WH01,L2,226,213,207,6,120,6,Material Wait,25.23,415.65
6648,2024-03-24,SKU024,PL01,WH01,L1,217,209,206,3,120,0,None,12.4,475.07
6649,2024-03-24,SKU027,PL01,WH01,L4,213,198,193,5,120,1,Changeover,19.16,501.65
6650,2024-03-24,SKU030,PL01,WH01,L3,204,195,190,5,120,7,Cleaning,23.44,389.83
6651,2024-03-24,SKU033,PL01,WH01,L2,203,190,187,3,120,9,Cleaning,27.71,389.0
6652,2024-03-24,SKU036,PL01,WH01,L1,224,200,194,6,120,10,Mechanical,14.88,443.49
6653,2024-03-24,SKU039,PL01,WH01,L4,258,242,238,4,120,2,Cleaning,21.64,440.98
6654,2024-03-24,SKU042,PL01,WH01,L3,238,216,209,7,120,4,Mechanical,25.92,543.84
6655,2024-03-24,SKU045,PL01,WH01,L2,227,191,188,3,120,13,Mechanical,30.19,427.8
6656,2024-03-24,SKU048,PL01,WH01,L1,259,239,233,6,120,10,Changeover,17.36,494.87
6657,2024-03-24,SKU051,PL01,WH01,L4,237,209,205,4,120,14,Changeover,24.12,501.54
6658,2024-03-24,SKU054,PL01,WH01,L3,257,222,218,4,120,13,Mechanical,28.4,497.83
6659,2024-03-24,SKU057,PL01,WH01,L2,227,200,193,7,120,11,Cleaning,32.67,481.66
6660,2024-03-24,SKU060,PL01,WH01,L1,226,216,213,3,120,2,Changeover,19.84,534.3
6661,2024-03-24,SKU002,PL02,WH02,L3,222,188,183,5,120,12,Changeover,12.77,346.23
6662,2024-03-24,SKU005,PL02,WH02,L2,247,213,206,7,120,11,Cleaning,17.05,404.52
6663,2024-03-24,SKU008,PL02,WH02,L1,258,237,229,8,120,11,Changeover,21.33,589.16
6664,2024-03-24,SKU011,PL02,WH02,L4,249,216,210,6,120,15,Cleaning,25.61,457.28
6665,2024-03-24,SKU014,PL02,WH02,L3,215,187,183,4,120,16,Mechanical,15.25,374.28
6666,2024-03-24,SKU017,PL02,WH02,L2,238,225,217,8,120,7,Mechanical,19.53,501.32
6667,2024-03-24,SKU020,PL02,WH02,L1,248,240,236,4,120,3,Material Wait,23.81,456.4
6668,2024-03-24,SKU023,PL02,WH02,L4,221,196,194,2,120,11,Material Wait,28.09,404.22
6669,2024-03-24,SKU026,PL02,WH02,L3,217,201,197,4,120,10,Material Wait,17.73,492.98
6670,2024-03-24,SKU029,PL02,WH02,L2,231,197,191,6,120,17,Changeover,22.01,473.68
6671,2024-03-24,SKU032,PL02,WH02,L1,240,230,225,5,120,5,Changeover,26.29,594.1
6672,2024-03-24,SKU035,PL02,WH02,L4,201,180,174,6,120,7,Cleaning,30.57,460.33
6673,2024-03-24,SKU038,PL02,WH02,L3,236,222,214,8,120,6,Changeover,20.21,446.02
6674,2024-03-24,SKU041,PL02,WH02,L2,229,212,206,6,120,10,Material Wait,24.49,382.71
6675,2024-03-24,SKU044,PL02,WH02,L1,212,193,188,5,120,4,Cleaning,28.77,478.28
6676,2024-03-24,SKU047,PL02,WH02,L4,246,249,242,7,120,0,None,33.05,536.36
6677,2024-03-24,SKU050,PL02,WH02,L3,255,247,243,4,120,1,Changeover,22.69,504.73
6678,2024-03-24,SKU053,PL02,WH02,L2,200,182,179,3,120,10,Material Wait,26.97,358.32
6679,2024-03-24,SKU056,PL02,WH02,L1,239,220,217,3,120,9,Cleaning,31.25,469.34
6680,2024-03-24,SKU059,PL02,WH02,L4,212,206,202,4,120,5,Material Wait,35.53,509.77
6681,2024-03-24,SKU001,PL03,WH03,L2,239,203,196,7,120,15,Mechanical,11.35,425.18
6682,2024-03-24,SKU004,PL03,WH03,L1,232,221,217,4,120,6,Cleaning,15.62,443.13
6683,2024-03-24,SKU007,PL03,WH03,L4,248,235,230,5,120,1,Cleaning,19.9,482.75
6684,2024-03-24,SKU010,PL03,WH03,L3,215,193,186,7,120,13,Mechanical,24.18,355.82
6685,2024-03-24,SKU013,PL03,WH03,L2,223,212,206,6,120,1,Mechanical,13.83,516.56
6686,2024-03-24,SKU016,PL03,WH03,L1,207,173,167,6,120,14,Material Wait,18.1,387.34
6687,2024-03-24,SKU019,PL03,WH03,L4,230,206,201,5,120,10,Cleaning,22.38,413.36
6688,2024-03-24,SKU022,PL03,WH03,L3,219,188,183,5,120,17,Changeover,26.66,353.72
6689,2024-03-24,SKU025,PL03,WH03,L2,245,233,225,8,120,6,Mechanical,16.31,513.12
6690,2024-03-24,SKU028,PL03,WH03,L1,253,219,214,5,120,18,Mechanical,20.58,428.94
6691,2024-03-24,SKU031,PL03,WH03,L4,229,203,196,7,120,14,Cleaning,24.86,432.87
6692,2024-03-24,SKU034,PL03,WH03,L3,210,195,191,4,120,3,Mechanical,29.14,363.64
6693,2024-03-24,SKU037,PL03,WH03,L2,245,224,217,7,120,9,Cleaning,18.79,413.48
6694,2024-03-24,SKU040,PL03,WH03,L1,250,236,229,7,120,3,Changeover,23.06,527.73
6695,2024-03-24,SKU043,PL03,WH03,L4,247,242,236,6,120,2,Material Wait,27.34,610.3
6696,2024-03-24,SKU046,PL03,WH03,L3,237,203,195,8,120,17,Mechanical,31.62,424.57
6697,2024-03-24,SKU049,PL03,WH03,L2,233,218,215,3,120,1,Cleaning,21.27,410.24
6698,2024-03-24,SKU052,PL03,WH03,L1,251,251,242,9,120,2,Changeover,25.54,528.8
6699,2024-03-24,SKU055,PL03,WH03,L4,248,211,207,4,120,17,Cleaning,29.82,499.64
6700,2024-03-24,SKU058,PL03,WH03,L3,215,216,213,3,120,0,None,34.1,469.26
6701,2024-03-24,SKU003,PL04,WH04,L4,238,199,192,7,120,14,Material Wait,14.2,405.34
6702,2024-03-24,SKU006,PL04,WH04,L3,221,192,189,3,120,10,Mechanical,18.48,410.74
6703,2024-03-24,SKU009,PL04,WH04,L2,246,196,192,4,120,18,Mechanical,22.75,504.5
6704,2024-03-24,SKU012,PL04,WH04,L1,248,214,211,3,120,18,Changeover,9.92,407.57
6705,2024-03-24,SKU015,PL04,WH04,L4,204,170,164,6,120,16,Material Wait,16.68,379.7
6706,2024-03-24,SKU018,PL04,WH04,L3,216,208,202,6,120,3,Cleaning,20.96,508.57
6707,2024-03-24,SKU021,PL04,WH04,L2,260,234,229,5,120,11,Material Wait,25.23,435.46
6708,2024-03-24,SKU024,PL04,WH04,L1,210,191,186,5,120,10,Cleaning,12.4,473.49
6709,2024-03-24,SKU027,PL04,WH04,L4,248,241,232,9,120,3,Changeover,19.16,588.2
6710,2024-03-24,SKU030,PL04,WH04,L3,255,235,231,4,120,7,Material Wait,23.44,493.02
6711,2024-03-24,SKU033,PL04,WH04,L2,260,223,219,4,120,13,Mechanical,27.71,493.17
6712,2024-03-24,SKU036,PL04,WH04,L1,258,213,210,3,120,17,Material Wait,14.88,553.67
6713,2024-03-24,SKU039,PL04,WH04,L4,201,180,175,5,120,10,Material Wait,21.64,457.68
6714,2024-03-24,SKU042,PL04,WH04,L3,259,239,232,7,120,3,Cleaning,25.92,559.69
6715,2024-03-24,SKU045,PL04,WH04,L2,203,190,183,7,120,3,Changeover,30.19,422.33
6716,2024-03-24,SKU048,PL04,WH04,L1,257,246,242,4,120,6,Mechanical,17.36,528.06
6717,2024-03-24,SKU051,PL04,WH04,L4,212,177,172,5,120,14,Changeover,24.12,440.9
6718,2024-03-24,SKU054,PL04,WH04,L3,201,165,159,6,120,18,Cleaning,28.4,300.78
6719,2024-03-24,SKU057,PL04,WH04,L2,220,190,186,4,120,13,Material Wait,32.67,402.16
6720,2024-03-24,SKU060,PL04,WH04,L1,251,222,215,7,120,11,Material Wait,19.84,519.97
6721,2024-03-25,SKU002,PL01,WH01,L3,225,221,214,7,120,0,None,12.77,530.21
6722,2024-03-25,SKU005,PL01,WH01,L2,242,228,222,6,120,6,Cleaning,17.05,441.96
6723,2024-03-25,SKU008,PL01,WH01,L1,212,181,178,3,120,15,Changeover,21.33,453.72
6724,2024-03-25,SKU011,PL01,WH01,L4,222,211,208,3,120,1,Changeover,25.61,387.41
6725,2024-03-25,SKU014,PL01,WH01,L3,211,176,170,6,120,16,Mechanical,15.25,342.02
6726,2024-03-25,SKU017,PL01,WH01,L2,258,215,212,3,120,14,Changeover,19.53,485.98
6727,2024-03-25,SKU020,PL01,WH01,L1,241,203,195,8,120,13,Material Wait,23.81,448.88
6728,2024-03-25,SKU023,PL01,WH01,L4,248,217,212,5,120,13,Cleaning,28.09,529.24
6729,2024-03-25,SKU026,PL01,WH01,L3,238,212,205,7,120,7,Cleaning,17.73,448.15
6730,2024-03-25,SKU029,PL01,WH01,L2,249,205,202,3,120,18,Changeover,22.01,424.87
6731,2024-03-25,SKU032,PL01,WH01,L1,246,222,215,7,120,5,Changeover,26.29,433.73
6732,2024-03-25,SKU035,PL01,WH01,L4,207,172,168,4,120,14,Cleaning,30.57,410.62
6733,2024-03-25,SKU038,PL01,WH01,L3,239,197,193,4,120,15,Changeover,20.21,495.78
6734,2024-03-25,SKU041,PL01,WH01,L2,244,212,205,7,120,12,Changeover,24.49,540.55
6735,2024-03-25,SKU044,PL01,WH01,L1,260,241,232,9,120,10,Changeover,28.77,507.14
6736,2024-03-25,SKU047,PL01,WH01,L4,214,196,193,3,120,7,Changeover,33.05,407.29
6737,2024-03-25,SKU050,PL01,WH01,L3,239,201,194,7,120,13,Mechanical,22.69,376.23
6738,2024-03-25,SKU053,PL01,WH01,L2,220,185,178,7,120,17,Changeover,26.97,368.36
6739,2024-03-25,SKU056,PL01,WH01,L1,220,212,207,5,120,2,Changeover,31.25,438.35
6740,2024-03-25,SKU059,PL01,WH01,L4,239,216,208,8,120,12,Mechanical,35.53,494.9
6741,2024-03-25,SKU001,PL02,WH02,L2,260,251,245,6,120,3,Cleaning,11.35,571.35
6742,2024-03-25,SKU004,PL02,WH02,L1,228,205,202,3,120,13,Changeover,15.62,505.41
6743,2024-03-25,SKU007,PL02,WH02,L4,219,205,202,3,120,9,Cleaning,19.9,426.85
6744,2024-03-25,SKU010,PL02,WH02,L3,227,193,187,6,120,14,Mechanical,24.18,470.14
6745,2024-03-25,SKU013,PL02,WH02,L2,257,213,207,6,120,15,Mechanical,13.83,518.98
6746,2024-03-25,SKU016,PL02,WH02,L1,232,189,186,3,120,18,Mechanical,18.1,450.94
6747,2024-03-25,SKU019,PL02,WH02,L4,260,240,232,8,120,3,Changeover,22.38,552.98
6748,2024-03-25,SKU022,PL02,WH02,L3,248,238,232,6,120,4,Material Wait,26.66,497.99
6749,2024-03-25,SKU025,PL02,WH02,L2,205,175,172,3,120,18,Cleaning,16.31,424.74
6750,2024-03-25,SKU028,PL02,WH02,L1,200,190,183,7,120,2,Cleaning,20.58,417.66
6751,2024-03-25,SKU031,PL02,WH02,L4,201,187,182,5,120,6,Changeover,24.86,380.78
6752,2024-03-25,SKU034,PL02,WH02,L3,213,203,200,3,120,7,Material Wait,29.14,401.07
6753,2024-03-25,SKU037,PL02,WH02,L2,259,217,212,5,120,13,Mechanical,18.79,513.41
6754,2024-03-25,SKU040,PL02,WH02,L1,220,194,187,7,120,10,Mechanical,23.06,407.9
6755,2024-03-25,SKU043,PL02,WH02,L4,220,199,196,3,120,10,Material Wait,27.34,426.11
6756,2024-03-25,SKU046,PL02,WH02,L3,227,200,195,5,120,16,Changeover,31.62,387.12
6757,2024-03-25,SKU049,PL02,WH02,L2,238,230,223,7,120,3,Material Wait,21.27,491.22
6758,2024-03-25,SKU052,PL02,WH02,L1,249,207,203,4,120,14,Mechanical,25.54,382.32
6759,2024-03-25,SKU055,PL02,WH02,L4,228,212,206,6,120,9,Mechanical,29.82,420.26
6760,2024-03-25,SKU058,PL02,WH02,L3,256,229,223,6,120,13,Material Wait,34.1,515.92
6761,2024-03-25,SKU003,PL03,WH03,L4,213,192,187,5,120,12,Changeover,14.2,488.31
6762,2024-03-25,SKU006,PL03,WH03,L3,240,221,215,6,120,5,Cleaning,18.48,457.29
6763,2024-03-25,SKU009,PL03,WH03,L2,211,192,186,6,120,8,Material Wait,22.75,355.98
6764,2024-03-25,SKU012,PL03,WH03,L1,208,171,166,5,120,15,Changeover,9.92,350.68
6765,2024-03-25,SKU015,PL03,WH03,L4,216,179,176,3,120,18,Cleaning,16.68,389.95
6766,2024-03-25,SKU018,PL03,WH03,L3,213,180,175,5,120,13,Changeover,20.96,380.07
6767,2024-03-25,SKU021,PL03,WH03,L2,216,192,190,2,120,8,Material Wait,25.23,348.6
6768,2024-03-25,SKU024,PL03,WH03,L1,212,216,208,8,120,0,None,12.4,463.2
6769,2024-03-25,SKU027,PL03,WH03,L4,248,222,217,5,120,10,Changeover,19.16,570.58
6770,2024-03-25,SKU030,PL03,WH03,L3,237,209,205,4,120,14,Changeover,23.44,507.65
6771,2024-03-25,SKU033,PL03,WH03,L2,229,186,183,3,120,16,Changeover,27.71,422.75
6772,2024-03-25,SKU036,PL03,WH03,L1,257,240,234,6,120,2,Cleaning,14.88,546.56
6773,2024-03-25,SKU039,PL03,WH03,L4,260,249,240,9,120,3,Changeover,21.64,476.33
6774,2024-03-25,SKU042,PL03,WH03,L3,260,259,255,4,120,0,None,25.92,590.19
6775,2024-03-25,SKU045,PL03,WH03,L2,257,215,211,4,120,16,Cleaning,30.19,457.36
6776,2024-03-25,SKU048,PL03,WH03,L1,230,192,188,4,120,15,Material Wait,17.36,418.96
6777,2024-03-25,SKU051,PL03,WH03,L4,237,198,192,6,120,16,Material Wait,24.12,472.59
6778,2024-03-25,SKU054,PL03,WH03,L3,248,231,226,5,120,9,Material Wait,28.4,543.73
6779,2024-03-25,SKU057,PL03,WH03,L2,251,223,216,7,120,8,Material Wait,32.67,468.16
6780,2024-03-25,SKU060,PL03,WH03,L1,233,219,211,8,120,2,Cleaning,19.84,455.96
6781,2024-03-25,SKU002,PL04,WH04,L3,256,225,217,8,120,14,Changeover,12.77,417.11
6782,2024-03-25,SKU005,PL04,WH04,L2,221,191,184,7,120,11,Material Wait,17.05,483.7
6783,2024-03-25,SKU008,PL04,WH04,L1,257,225,221,4,120,10,Mechanical,21.33,556.93
6784,2024-03-25,SKU011,PL04,WH04,L4,244,239,232,7,120,3,Cleaning,25.61,495.63
6785,2024-03-25,SKU014,PL04,WH04,L3,233,224,220,4,120,1,Mechanical,15.25,533.74
6786,2024-03-25,SKU017,PL04,WH04,L2,231,215,209,6,120,10,Changeover,19.53,411.42
6787,2024-03-25,SKU020,PL04,WH04,L1,234,192,186,6,120,17,Mechanical,23.81,405.88
6788,2024-03-25,SKU023,PL04,WH04,L4,232,229,222,7,120,2,Material Wait,28.09,486.61
6789,2024-03-25,SKU026,PL04,WH04,L3,247,229,224,5,120,7,Material Wait,17.73,444.95
6790,2024-03-25,SKU029,PL04,WH04,L2,221,196,193,3,120,9,Changeover,22.01,456.34
6791,2024-03-25,SKU032,PL04,WH04,L1,228,212,207,5,120,9,Material Wait,26.29,461.59
6792,2024-03-25,SKU035,PL04,WH04,L4,224,218,212,6,120,0,None,30.57,468.35
6793,2024-03-25,SKU038,PL04,WH04,L3,215,203,197,6,120,8,Material Wait,20.21,502.31
6794,2024-03-25,SKU041,PL04,WH04,L2,208,177,171,6,120,13,Cleaning,24.49,333.2
6795,2024-03-25,SKU044,PL04,WH04,L1,251,250,245,5,120,1,Material Wait,28.77,554.92
6796,2024-03-25,SKU047,PL04,WH04,L4,241,219,211,8,120,10,Changeover,33.05,506.82
6797,2024-03-25,SKU050,PL04,WH04,L3,235,217,213,4,120,7,Changeover,22.69,534.1
6798,2024-03-25,SKU053,PL04,WH04,L2,243,231,228,3,120,3,Material Wait,26.97,522.25
6799,2024-03-25,SKU056,PL04,WH04,L1,244,221,213,8,120,12,Mechanical,31.25,571.37
6800,2024-03-25,SKU059,PL04,WH04,L4,257,246,243,3,120,1,Cleaning,35.53,636.31
6801,2024-03-26,SKU001,PL01,WH01,L2,247,215,211,4,120,16,Mechanical,11.35,545.36
6802,2024-03-26,SKU004,PL01,WH01,L1,234,203,196,7,120,14,Changeover,15.62,385.96
6803,2024-03-26,SKU007,PL01,WH01,L4,218,182,178,4,120,17,Changeover,19.9,460.02
6804,2024-03-26,SKU010,PL01,WH01,L3,210,178,172,6,120,13,Changeover,24.18,354.33
6805,2024-03-26,SKU013,PL01,WH01,L2,238,203,198,5,120,16,Mechanical,13.83,421.49
6806,2024-03-26,SKU016,PL01,WH01,L1,202,199,193,6,120,0,None,18.1,478.18
6807,2024-03-26,SKU019,PL01,WH01,L4,220,193,189,4,120,8,Mechanical,22.38,380.3
6808,2024-03-26,SKU022,PL01,WH01,L3,246,234,230,4,120,2,Cleaning,26.66,432.66
6809,2024-03-26,SKU025,PL01,WH01,L2,256,221,216,5,120,17,Cleaning,16.31,472.57
6810,2024-03-26,SKU028,PL01,WH01,L1,242,213,207,6,120,13,Mechanical,20.58,485.41
6811,2024-03-26,SKU031,PL01,WH01,L4,246,232,224,8,120,1,Changeover,24.86,543.27
6812,2024-03-26,SKU034,PL01,WH01,L3,217,200,197,3,120,7,Changeover,29.14,447.75
6813,2024-03-26,SKU037,PL01,WH01,L2,206,194,192,2,120,6,Cleaning,18.79,386.33
6814,2024-03-26,SKU040,PL01,WH01,L1,248,214,207,7,120,18,Mechanical,23.06,515.98
6815,2024-03-26,SKU043,PL01,WH01,L4,218,209,203,6,120,3,Material Wait,27.34,457.17
6816,2024-03-26,SKU046,PL01,WH01,L3,217,219,216,3,120,0,None,31.62,478.88
6817,2024-03-26,SKU049,PL01,WH01,L2,209,176,173,3,120,16,Changeover,21.27,409.49
6818,2024-03-26,SKU052,PL01,WH01,L1,256,238,232,6,120,9,Cleaning,25.54,456.59
6819,2024-03-26,SKU055,PL01,WH01,L4,207,197,194,3,120,7,Cleaning,29.82,378.79
6820,2024-03-26,SKU058,PL01,WH01,L3,221,212,207,5,120,0,None,34.1,383.3
6821,2024-03-26,SKU003,PL02,WH02,L4,258,240,233,7,120,10,Changeover,14.2,618.84
6822,2024-03-26,SKU006,PL02,WH02,L3,232,215,210,5,120,10,Changeover,18.48,430.57
6823,2024-03-26,SKU009,PL02,WH02,L2,241,208,201,7,120,18,Mechanical,22.75,502.16
6824,2024-03-26,SKU012,PL02,WH02,L1,247,221,213,8,120,6,Cleaning,9.92,414.16
6825,2024-03-26,SKU015,PL02,WH02,L4,209,204,197,7,120,3,Cleaning,16.68,448.4
6826,2024-03-26,SKU018,PL02,WH02,L3,204,166,162,4,120,17,Material Wait,20.96,399.51
6827,2024-03-26,SKU021,PL02,WH02,L2,210,198,192,6,120,4,Changeover,25.23,447.5
6828,2024-03-26,SKU024,PL02,WH02,L1,258,231,225,6,120,8,Cleaning,12.4,564.52
6829,2024-03-26,SKU027,PL02,WH02,L4,227,208,200,8,120,5,Material Wait,19.16,430.46
6830,2024-03-26,SKU030,PL02,WH02,L3,246,223,220,3,120,12,Mechanical,23.44,504.78
6831,2024-03-26,SKU033,PL02,WH02,L2,247,226,222,4,120,12,Material Wait,27.71,416.63
6832,2024-03-26,SKU036,PL02,WH02,L1,242,228,221,7,120,7,Changeover,14.88,411.79
6833,2024-03-26,SKU039,PL02,WH02,L4,201,177,173,4,120,8,Changeover,21.64,390.82
6834,2024-03-26,SKU042,PL02,WH02,L3,225,215,208,7,120,0,None,25.92,537.87
6835,2024-03-26,SKU045,PL02,WH02,L2,253,218,214,4,120,10,Material Wait,30.19,459.9
6836,2024-03-26,SKU048,PL02,WH02,L1,204,180,175,5,120,10,Changeover,17.36,424.08
6837,2024-03-26,SKU051,PL02,WH02,L4,231,197,192,5,120,17,Material Wait,24.12,417.29
6838,2024-03-26,SKU054,PL02,WH02,L3,251,218,214,4,120,16,Mechanical,28.4,475.65
6839,2024-03-26,SKU057,PL02,WH02,L2,252,231,227,4,120,5,Mechanical,32.67,495.54
6840,2024-03-26,SKU060,PL02,WH02,L1,247,216,211,5,120,10,Material Wait,19.84,413.18
6841,2024-03-26,SKU002,PL03,WH03,L3,242,244,235,9,120,1,Material Wait,12.77,595.48
6842,2024-03-26,SKU005,PL03,WH03,L2,215,197,190,7,120,9,Material Wait,17.05,427.0
6843,2024-03-26,SKU008,PL03,WH03,L1,208,185,179,6,120,13,Material Wait,21.33,336.87
6844,2024-03-26,SKU011,PL03,WH03,L4,207,178,175,3,120,13,Mechanical,25.61,458.93
6845,2024-03-26,SKU014,PL03,WH03,L3,201,187,182,5,120,6,Changeover,15.25,347.71
6846,2024-03-26,SKU017,PL03,WH03,L2,247,218,211,7,120,9,Material Wait,19.53,421.65
6847,2024-03-26,SKU020,PL03,WH03,L1,214,196,193,3,120,7,Material Wait,23.81,362.76
6848,2024-03-26,SKU023,PL03,WH03,L4,243,241,236,5,120,2,Cleaning,28.09,611.87
6849,2024-03-26,SKU026,PL03,WH03,L3,222,191,188,3,120,10,Material Wait,17.73,474.44
6850,2024-03-26,SKU029,PL03,WH03,L2,231,188,182,6,120,17,Changeover,22.01,366.75
6851,2024-03-26,SKU032,PL03,WH03,L1,222,195,191,4,120,8,Mechanical,26.29,370.9
6852,2024-03-26,SKU035,PL03,WH03,L4,205,191,187,4,120,1,Changeover,30.57,368.0
6853,2024-03-26,SKU038,PL03,WH03,L3,238,234,226,8,120,0,None,20.21,520.84
6854,2024-03-26,SKU041,PL03,WH03,L2,211,177,174,3,120,17,Mechanical,24.49,368.84
6855,2024-03-26,SKU044,PL03,WH03,L1,252,221,216,5,120,14,Changeover,28.77,451.21
6856,2024-03-26,SKU047,PL03,WH03,L4,235,218,215,3,120,9,Mechanical,33.05,409.56
